the N	the swamp	REFERENTIAL
the N	the swamp	FAMILIAR
the N	the swamp	ACTIVATED
N	swamp	FAMILIAR
the N	the swamp	FAMILIAR
the N	the swamp	FAMILIAR
the N	the swamp	ACTIVATED
the N	the boy	REFERENTIAL
pron	his	IN FOCUS
pron	his	ACTIVATED
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	FAMILIAR
pron	he	IN FOCUS
pron	he	ACTIVATED
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	his	IN FOCUS
pron	his	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
the N	the boy	ACTIVATED
pron	he	ACTIVATED
pron	his	IN FOCUS
the N	the boy	IN FOCUS
the N	the boy	FAMILIAR
pron	he	FAMILIAR
the N	the boy	ACTIVATED
(other) pron	himself	IN FOCUS
pron	his	ACTIVATED
pron	he	IN FOCUS
the N	the boy	ACTIVATED
the N	the boy	FAMILIAR
pron	he	ACTIVATED
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
(other) pron	himself	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	ACTIVATED
pron	he	ACTIVATED
pron	his	IN FOCUS
pron	he	ACTIVATED
pron	he	ACTIVATED
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
(other) pron	you	FAMILIAR
pron	he	ACTIVATED
pron	his	IN FOCUS
pron	he	ACTIVATED
(other) pron	you	ACTIVATED
pron	he	IN FOCUS
(other) pron	I	IN FOCUS
(other) pron	you	IN FOCUS
pron	he	FAMILIAR
(other) pron	I	ACTIVATED
pron	he	IN FOCUS
pron	he	FAMILIAR
(other) pron	you	IN FOCUS
pron	he	FAMILIAR
pron	he	ACTIVATED
(other) pron	I	FAMILIAR
the N	the boy	IN FOCUS
pron	his	IN FOCUS
(other) pron	I	IN FOCUS
pron	he	ACTIVATED
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	he	ACTIVATED
pron	he	FAMILIAR
pron	he	ACTIVATED
pron	his	IN FOCUS
pron	his	IN FOCUS
pron	he	ACTIVATED
(other) pron	I	ACTIVATED
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	FAMILIAR
pron	he	FAMILIAR
(other) pron	I	FAMILIAR
(other) pron	I	ACTIVATED
(other) pron	I	IN FOCUS
(other) pron	I	ACTIVATED
pron	he	IN FOCUS
(other) pron	you	ACTIVATED
pron	he	FAMILIAR
pron	he	ACTIVATED
pron	they	REFERENTIAL
pron	they	ACTIVATED
pron	they	IN FOCUS
pron	they	IN FOCUS
the N	the father	TYPE IDENTIFIABLE
N	old mother	TYPE IDENTIFIABLE
the N	the world	REFERENTIAL
the N	the world	ACTIVATED
the N	the world	ACTIVATED
name	Old Billy	TYPE IDENTIFIABLE
N?	here	REFERENTIAL
a N	a land	IN FOCUS
the N	the school	REFERENTIAL
pron	it	ACTIVATED
the N	the school	FAMILIAR
the N	the school	ACTIVATED
N	school	ACTIVATED
name	Old Miss School	IN FOCUS
name	Miss Smith school	IN FOCUS
pron	it	FAMILIAR
pron	it	IN FOCUS
the N	the highway	REFERENTIAL
the N	the road	FAMILIAR
pron	it	IN FOCUS
the N	the the swamp	TYPE IDENTIFIABLE
the N	the cabin	REFERENTIAL
pron	it	ACTIVATED
the N	the hut	ACTIVATED
the N	the cabin	FAMILIAR
dem.dist N	that cabin	FAMILIAR
N	black water	TYPE IDENTIFIABLE
a N	a girl	REFERENTIAL
pron	she	ACTIVATED
pron	her	IN FOCUS
pron	her	IN FOCUS
pron	her	IN FOCUS
pron	her	IN FOCUS
pron	her	IN FOCUS
pron	she	IN FOCUS
pron	she	IN FOCUS
pron	her	IN FOCUS
pron	her	IN FOCUS
the N	the elf-girl	FAMILIAR
pron	her	ACTIVATED
pron	her	IN FOCUS
pron	her	IN FOCUS
pron	her	IN FOCUS
the N	the girl	FAMILIAR
pron	her	IN FOCUS
pron	she	ACTIVATED
the N	the girl	FAMILIAR
pron	she	ACTIVATED
pron	she	IN FOCUS
pron	her	IN FOCUS
pron	she	FAMILIAR
pron	her	IN FOCUS
pron	she	ACTIVATED
pron	her	IN FOCUS
pron	her	IN FOCUS
pron	her	IN FOCUS
pron	her	IN FOCUS
pron	she	IN FOCUS
pron	her	IN FOCUS
(other) pron	I	ACTIVATED
pron	she	IN FOCUS
(other) pron	you	FAMILIAR
pron	she	ACTIVATED
pron	her	IN FOCUS
(other) pron	I	ACTIVATED
pron	she	ACTIVATED
(other) pron	you	IN FOCUS
pron	she	IN FOCUS
pron	her	IN FOCUS
pron	her	IN FOCUS
(other) pron	I	ACTIVATED
pron	her	ACTIVATED
pron	she	IN FOCUS
pron	her	IN FOCUS
pron	she	IN FOCUS
pron	she	FAMILIAR
pron	she	IN FOCUS
pron	she	FAMILIAR
(other) pron	I	ACTIVATED
(other) pron	I	IN FOCUS
pron	she	IN FOCUS
(other) pron	I	IN FOCUS
(other) pron	you	IN FOCUS
pron	she	IN FOCUS
pron	she	ACTIVATED
pron	her	IN FOCUS
pron	she	ACTIVATED
pron	she	IN FOCUS
pron	she	ACTIVATED
pron	she	FAMILIAR
pron	she	FAMILIAR
pron	her	ACTIVATED
pron	her	IN FOCUS
pron	she	IN FOCUS
pron	she	IN FOCUS
(other) pron	I	FAMILIAR
the N	the girl	IN FOCUS
pron	her	IN FOCUS
(other) pron	you	ACTIVATED
pron	she	ACTIVATED
pron	she	IN FOCUS
pron	her	IN FOCUS
pron	she	IN FOCUS
pron	she	IN FOCUS
pron	she	ACTIVATED
pron	she	ACTIVATED
pron	she	ACTIVATED
quant N	all world	TYPE IDENTIFIABLE
the N	the he	TYPE IDENTIFIABLE
name	Georgia	REFERENTIAL
pron	it	FAMILIAR
pron	it	FAMILIAR
a N	a pool	TYPE IDENTIFIABLE
pron	they	REFERENTIAL
pron	their	ACTIVATED
(other) pron	we	IN FOCUS
(other) pron	we	IN FOCUS
(other) pron	our	IN FOCUS
(other) pron	we	IN FOCUS
(other) pron	we	FAMILIAR
(other) pron	we	IN FOCUS
pron	they	ACTIVATED
pron	they	FAMILIAR
pron	they	IN FOCUS
N	friend	TYPE IDENTIFIABLE
name	Cresswell	TYPE IDENTIFIABLE
name	Cresswell house	TYPE IDENTIFIABLE
name	Old Miss	TYPE IDENTIFIABLE
name	Miss Smith	TYPE IDENTIFIABLE
N?	there	TYPE IDENTIFIABLE
a N	a girl	TYPE IDENTIFIABLE
name	Mr. Pett	REFERENTIAL
(other) N	her husband	FAMILIAR
name	Mr. Pett	ACTIVATED
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	his	IN FOCUS
pron	he	ACTIVATED
pron	his	IN FOCUS
pron	he	ACTIVATED
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
pron	his	FAMILIAR
name	Mr. Pett	FAMILIAR
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	he	ACTIVATED
pron	his	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
name	Mr. Pett	IN FOCUS
name	Mr. Pett	FAMILIAR
pron	his	IN FOCUS
pron	he	ACTIVATED
pron	his	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
name	Mr. Pett	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	his	IN FOCUS
name	Mr. Pett	IN FOCUS
(other) pron	himself	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
N	pop	IN FOCUS
N?	pop	ACTIVATED
name	Mr. Pett	ACTIVATED
pron	his	IN FOCUS
pron	he	ACTIVATED
pron	his	IN FOCUS
pron	he	IN FOCUS
name	Mr. Pett	FAMILIAR
pron	his	IN FOCUS
(other) pron	I	ACTIVATED
the N	the enemy	ACTIVATED
name	Mr. Pett	ACTIVATED
(other) pron	you	ACTIVATED
N	pop	IN FOCUS
(other) pron	I	ACTIVATED
(other) pron	you	IN FOCUS
pron	his	IN FOCUS
(other) pron	you	ACTIVATED
name	Mr. Pett	ACTIVATED
N	sir	FAMILIAR
(other) pron	I	FAMILIAR
N	sir	ACTIVATED
(other) pron	your	FAMILIAR
(other) pron	you	ACTIVATED
N	pop	IN FOCUS
(other) pron	you	IN FOCUS
(other) pron	yourself	IN FOCUS
name	Mr. Pett	IN FOCUS
pron	he	IN FOCUS
(other) pron	himself	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
(other) pron	you	FAMILIAR
(other) pron	I	ACTIVATED
(other) pron	I	IN FOCUS
name	Mr. Pett	IN FOCUS
(other) pron	I	FAMILIAR
(other) pron	I	IN FOCUS
(other) pron	my	IN FOCUS
(other) pron	you	ACTIVATED
(other) pron	I	FAMILIAR
name	Mr. subject	IN FOCUS
(other) pron	your	ACTIVATED
N	pop	FAMILIAR
(other) pron	your	FAMILIAR
(other) pron	you	ACTIVATED
(other) pron	you	ACTIVATED
N?	pop	IN FOCUS
(other) pron	you	IN FOCUS
name	Mr. Pett	ACTIVATED
pron	he	ACTIVATED
pron	he	IN FOCUS
pron	he	IN FOCUS
a N	a man	IN FOCUS
pron	he	IN FOCUS
pron	he be	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
pron	his	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
name	Mr. Pett	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
pron	he	IN FOCUS
name	Mr. Pett	ACTIVATED
(other) pron	himself	IN FOCUS
name	Mr. Pett	FAMILIAR
the N	the financier	TYPE IDENTIFIABLE
name	Riverside Drive	REFERENTIAL
dem.dist N	that boulevard	IN FOCUS
name	Riverside Drive	FAMILIAR
name	Riverside Drive	ACTIVATED
the N	the drive	FAMILIAR
