noun	아버지	REFERENTIAL
noun	아버지+는	FAMILIAR
other	아버지+에게	FAMILIAR
other	딸+에게	REFERENTIAL
other	딸+과	FAMILIAR
noun	딸+은	ACTIVATED
noun	신랑	REFERENTIAL
noun	신랑	ACTIVATED
other	신랑	FAMILIAR
name	신랑	FAMILIAR
noun	신랑	FAMILIAR
noun	몇 사람+이	TYPE IDENTIFIABLE
noun	K+이+라는 친구+가	TYPE IDENTIFIABLE
other	"	REFERENTIAL
other	나+는	IN FOCUS
other	나+는	FAMILIAR
other	자네+는	ACTIVATED
other	김철수+이+라는	REFERENTIAL
other	'	ACTIVATED
other	김철수+하+고	FAMILIAR
dem.med N	그 사람+에게	FAMILIAR
other	" 선비+이+라는	REFERENTIAL
other	? ?	ACTIVATED
noun	어떤 보모+를	ACTIVATED
noun	송 선비+하+고+의	IN FOCUS
other	송 선비+도	FAMILIAR
other	선비+도	REFERENTIAL
noun	선비+는	FAMILIAR
noun	애인+을	FAMILIAR
noun	그 규수+가	IN FOCUS
noun	그 규수+가 ?	IN FOCUS
noun	애인+을	FAMILIAR
other	신부+에게	FAMILIAR
noun	철수+의	REFERENTIAL
noun	철수+는	ACTIVATED
noun	철수+는	FAMILIAR
other	,	ACTIVATED
noun	철수+는	FAMILIAR
other	내	ACTIVATED
noun	사람+이	FAMILIAR
noun	철수+는	FAMILIAR
other	Q+씨+에게	REFERENTIAL
other	당신+이	ACTIVATED
noun	Q씨	IN FOCUS
other	q씨라고	FAMILIAR
noun	Q씨+를	IN FOCUS
noun	Q씨+는	ACTIVATED
other	" ,	REFERENTIAL
dem.med	그+들+은	IN FOCUS
other	그+들+도	ACTIVATED
noun	학교 Q씨에게서	REFERENTIAL
other	Q씨+와	ACTIVATED
other	Q씨+이+라는	IN FOCUS
other	Q씨+하+고	FAMILIAR
noun	Q씨+가	ACTIVATED
noun	Q씨+하+고	FAMILIAR
name	Q씨+가	ACTIVATED
other	얼굴+도 선비+하+고	REFERENTIAL
noun	선비+하+고+의	ACTIVATED
other	선비+하+고	IN FOCUS
noun	선비+가	IN FOCUS
noun	선비+가	IN FOCUS
noun	선비+는	IN FOCUS
noun	선비	FAMILIAR
noun	선비+를	ACTIVATED
other	둘+의	REFERENTIAL
noun	두 사람	IN FOCUS
other	나+ㄴ	TYPE IDENTIFIABLE
name	김철수하고+의	TYPE IDENTIFIABLE
noun	김철수+가	REFERENTIAL
other	김철수라+는	FAMILIAR
noun	그자+가	FAMILIAR
noun	송 선비+의	REFERENTIAL
other	송모+에게	IN FOCUS
name	송 선비	FAMILIAR
other	송 선비+이+라는	ACTIVATED
name	송 .	IN FOCUS
noun	송 .	IN FOCUS
noun	송 .	IN FOCUS
noun	k+는	REFERENTIAL
other	내+가	FAMILIAR
noun	어머니+가	TYPE IDENTIFIABLE
other	"	REFERENTIAL
noun	남편+을	ACTIVATED
other	,	FAMILIAR
noun	자식	FAMILIAR
noun	놈팡이+는	FAMILIAR
noun	놈팡이+의	FAMILIAR
noun	놈팡이	ACTIVATED
other	,	ACTIVATED
noun	놈팡이+의	FAMILIAR
other	자+기+라도	IN FOCUS
noun	아내+를	REFERENTIAL
